,code,name,gender,country_x,discipline,event,age,medal_type,team_code,num_athletes
8436,1926635,BLYDE Michaela,Female,New Zealand,Rugby Sevens,Women,29,Gold Medal,RU7WTEAM7---NZL01,12.0
8438,1926644,KING Tyla,Female,New Zealand,Rugby Sevens,Women,30,Gold Medal,RU7WTEAM7---NZL01,12.0
8439,1926646,WOODMAN-WICKLIFFE Portia,Female,New Zealand,Rugby Sevens,Women,33,Gold Medal,RU7WTEAM7---NZL01,12.0
8440,1926647,SETEFANO Theresa,Female,New Zealand,Rugby Sevens,Women,29,Gold Medal,RU7WTEAM7---NZL01,12.0
8444,1926667,MILLER Jorja,Female,New Zealand,Rugby Sevens,Women,20,Gold Medal,RU7WTEAM7---NZL01,12.0
8448,1926676,PAUL Mahina,Female,New Zealand,Rugby Sevens,Women,23,Gold Medal,RU7WTEAM7---NZL01,12.0
8457,1926695,WESCHE Maddison-Lee,Female,New Zealand,Athletics,Womens Shot Put,25,Silver Medal,,
8466,1926713,KERR Hamish,Male,New Zealand,Athletics,Mens High Jump,28,Gold Medal,,
8474,1926826,LI Qian,Female,China,Boxing,Womens 75kg,34,Gold Medal,,
8475,1926827,YANG Liu,Female,China,Boxing,Womens 66kg,32,Silver Medal,,
8476,1926828,YANG Wenlu,Female,China,Boxing,Womens 60kg,33,Silver Medal,,
8478,1926832,CHANG Yuan,Female,China,Boxing,Womens 54kg,27,Gold Medal,,
8479,1926833,WU Yu,Female,China,Boxing,Womens 50kg,29,Gold Medal,,
8482,1926893,CHEN Yi,Female,China,Hockey,Women,27,Silver Medal,HOCWTEAM11--CHN01,17.0
8483,1926894,DAN Wen,Female,China,Hockey,Women,25,Silver Medal,HOCWTEAM11--CHN01,17.0
8484,1926895,FAN Yunxia,Female,China,Hockey,Women,22,Silver Medal,HOCWTEAM11--CHN01,17.0
8485,1926896,GU Bingfeng,Female,China,Hockey,Women,30,Silver Medal,HOCWTEAM11--CHN01,17.0
8486,1926898,HE Jiangxin,Female,China,Hockey,Women,27,Silver Medal,HOCWTEAM11--CHN01,17.0
8487,1926901,LI Hong,Female,China,Hockey,Women,25,Silver Medal,HOCWTEAM11--CHN01,17.0
8488,1926908,MA Ning,Female,China,Hockey,Women,24,Silver Medal,HOCWTEAM11--CHN01,17.0
8489,1926909,OU Zixia,Female,China,Hockey,Women,29,Silver Medal,HOCWTEAM11--CHN01,17.0
8490,1926910,TAN Jinzhuang,Female,China,Hockey,Women,21,Silver Medal,HOCWTEAM11--CHN01,17.0
8491,1926912,XU Wenyu,Female,China,Hockey,Women,29,Silver Medal,HOCWTEAM11--CHN01,17.0
8492,1926914,YANG Liu,Female,China,Hockey,Women,26,Silver Medal,HOCWTEAM11--CHN01,17.0
8493,1926915,YE Jiao,Female,China,Hockey,Women,30,Silver Medal,HOCWTEAM11--CHN01,17.0
8494,1926916,YU Anhui,Female,China,Hockey,Women,23,Silver Medal,HOCWTEAM11--CHN01,17.0
8495,1926920,ZHANG Ying,Female,China,Hockey,Women,26,Silver Medal,HOCWTEAM11--CHN01,17.0
8496,1926922,ZHONG Jiaqi,Female,China,Hockey,Women,25,Silver Medal,HOCWTEAM11--CHN01,17.0
8497,1926923,ZOU Meirong,Female,China,Hockey,Women,24,Silver Medal,HOCWTEAM11--CHN01,17.0
8498,1926926,CHEN Yang,Female,China,Hockey,Women,27,Silver Medal,HOCWTEAM11--CHN01,17.0
8499,1926991,MACDONALD Matt,Male,New Zealand,Rowing,Mens Four,25,Silver Medal,ROWMNOCOX4--NZL01,4.0
8502,1926998,GOWLER Jackie,Female,New Zealand,Rowing,Womens Four,28,Bronze Medal,ROWWNOCOX4--NZL01,4.0
8503,1926999,WILLIAMS Kerri,Female,New Zealand,Rowing,Womens Four,31,Bronze Medal,ROWWNOCOX4--NZL01,4.0
8504,1927001,MACLEAN Ollie,Male,New Zealand,Rowing,Mens Four,26,Silver Medal,ROWMNOCOX4--NZL01,4.0
8506,1927003,WADDY Davina,Female,New Zealand,Rowing,Womens Four,28,Bronze Medal,ROWWNOCOX4--NZL01,4.0
8508,1927007,SPOORS Phoebe,Female,New Zealand,Rowing,Womens Four,31,Bronze Medal,ROWWNOCOX4--NZL01,4.0
8513,1927019,MURRAY Tom,Male,New Zealand,Rowing,Mens Four,30,Silver Medal,ROWMNOCOX4--NZL01,4.0
8514,1927020,ULLRICH Logan,Male,New Zealand,Rowing,Mens Four,24,Silver Medal,ROWMNOCOX4--NZL01,4.0
8515,1927024,SPOORS Lucy,Female,New Zealand,Rowing,Womens Double Sculls,34,Gold Medal,ROWWSCULL2--NZL01,2.0
8516,1927027,TWIGG Emma,Female,New Zealand,Rowing,Womens Single Sculls,37,Silver Medal,,
8517,1927028,FRANCIS Brooke,Female,New Zealand,Rowing,Womens Double Sculls,29,Gold Medal,ROWWSCULL2--NZL01,2.0
8522,1927113,CHOI Sebin,Female,Korea,Fencing,Womens Sabre Team,24,Silver Medal,FENWTEAMSABRKOR01,4.0
8523,1927115,DO Gyeongdong,Male,Korea,Fencing,Mens Sabre Team,25,Gold Medal,FENMTEAMSABRKOR01,4.0
8525,1927116,GU Bongil,Male,Korea,Fencing,Mens Sabre Team,35,Gold Medal,FENMTEAMSABRKOR01,4.0
8527,1927122,JEON Eunhye,Female,Korea,Fencing,Womens Sabre Team,27,Silver Medal,FENWTEAMSABRKOR01,4.0
8529,1927123,JEON Hayoung,Female,Korea,Fencing,Womens Sabre Team,23,Silver Medal,FENWTEAMSABRKOR01,4.0
8535,1927149,OH Sanguk,Male,Korea,Fencing,Mens Sabre Individual,28,Gold Medal,,
8536,1927149,OH Sanguk,Male,Korea,Fencing,Mens Sabre Team,28,Gold Medal,FENMTEAMSABRKOR01,4.0
8538,1927151,PARK Sangwon,Male,Korea,Fencing,Mens Sabre Team,24,Gold Medal,FENMTEAMSABRKOR01,4.0
8542,1927158,YOON Jisu,Female,Korea,Fencing,Womens Sabre Team,31,Silver Medal,FENWTEAMSABRKOR01,4.0
8580,1927382,XU Shixiao,Female,China,Canoe Sprint,Womens Canoe Double 500m,32,Gold Medal,CSPWC2-500M-CHN01,2.0
8581,1927383,SUN Mengya,Female,China,Canoe Sprint,Womens Canoe Double 500m,23,Gold Medal,CSPWC2-500M-CHN01,2.0
8583,1927392,JI Bowen,Male,China,Canoe Sprint,Mens Canoe Double 500m,22,Gold Medal,CSPMC2-500M-CHN01,2.0
8585,1927393,LIU Hao,Male,China,Canoe Sprint,Mens Canoe Double 500m,31,Gold Medal,CSPMC2-500M-CHN01,2.0
8602,1927515,DING Xinyi,Female,China,Rhythmic Gymnastics,Group All-Around,20,Gold Medal,GRYW5AA-----CHN01,5.0
8603,1927516,GUO Qiqi,Female,China,Rhythmic Gymnastics,Group All-Around,26,Gold Medal,GRYW5AA-----CHN01,5.0
8604,1927517,HAO Ting,Female,China,Rhythmic Gymnastics,Group All-Around,23,Gold Medal,GRYW5AA-----CHN01,5.0
8605,1927518,HUANG Zhangjiayang,Female,China,Rhythmic Gymnastics,Group All-Around,24,Gold Medal,GRYW5AA-----CHN01,5.0
8606,1927519,WANG Lanjing,Female,China,Rhythmic Gymnastics,Group All-Around,19,Gold Medal,GRYW5AA-----CHN01,5.0
8631,1927680,REUVENY Tom,Male,Israel,Sailing,Mens Windsurfing,24,Gold Medal,,
8637,1927704,ZHANG Zhizhen,Male,China,Tennis,Mixed Doubles,28,Silver Medal,TENXDOUBLES-CHN01,2.0
8638,1927709,ZHENG Qinwen,Female,China,Tennis,Womens Singles,22,Gold Medal,,
8646,1927719,WANG Xinyu,Female,China,Tennis,Mixed Doubles,23,Silver Medal,TENXDOUBLES-CHN01,2.0
8647,1927733,KANTOR Sharon,Female,Israel,Sailing,Womens Windsurfing,21,Silver Medal,,
8666,1928047,MORAA Mary,Female,Kenya,Athletics,Womens 800m,24,Bronze Medal,,
8674,1928064,AN Baul,Male,Korea,Judo,Mixed Team,30,Bronze Medal,JUDXTEAM6---KOR01,11.0
8676,1928066,HAN Juyeo,Male,Korea,Judo,Mixed Team,25,Bronze Medal,JUDXTEAM6---KOR01,11.0
8677,1928067,HUH Mimi,Female,Korea,Judo,Women -57 kg,22,Silver Medal,,
8678,1928067,HUH Mimi,Female,Korea,Judo,Mixed Team,22,Bronze Medal,JUDXTEAM6---KOR01,11.0
8679,1928070,KIM Hayun,Female,Korea,Judo,Women +78 kg,24,Bronze Medal,,
8680,1928070,KIM Hayun,Female,Korea,Judo,Mixed Team,24,Bronze Medal,JUDXTEAM6---KOR01,11.0
8682,1928071,KIM Jisu,Female,Korea,Judo,Mixed Team,24,Bronze Medal,JUDXTEAM6---KOR01,11.0
8683,1928072,KIM Minjong,Male,Korea,Judo,Men +100 kg,24,Silver Medal,,
8684,1928072,KIM Minjong,Male,Korea,Judo,Mixed Team,24,Bronze Medal,JUDXTEAM6---KOR01,11.0
8686,1928074,KIM Won Jin,Male,Korea,Judo,Mixed Team,32,Bronze Medal,JUDXTEAM6---KOR01,11.0
8687,1928079,LEE Joonhwan,Male,Korea,Judo,Men -81 kg,22,Bronze Medal,,
8688,1928079,LEE Joonhwan,Male,Korea,Judo,Mixed Team,22,Bronze Medal,JUDXTEAM6---KOR01,11.0
8690,1928082,YOON Hyunji,Female,Korea,Judo,Mixed Team,30,Bronze Medal,JUDXTEAM6---KOR01,11.0
8732,1928520,BISKUP Mateusz,Male,Poland,Rowing,Mens Quadruple Sculls,30,Bronze Medal,ROWMSCULL4--POL01,4.0
8733,1928529,CZAJA Dominik,Male,Poland,Rowing,Mens Quadruple Sculls,29,Bronze Medal,ROWMSCULL4--POL01,4.0
8734,1928530,BARANSKI Fabian,Male,Poland,Rowing,Mens Quadruple Sculls,25,Bronze Medal,ROWMSCULL4--POL01,4.0
8739,1928551,ZIETARSKI Miroslaw,Male,Poland,Rowing,Mens Quadruple Sculls,31,Bronze Medal,ROWMSCULL4--POL01,4.0
8791,1929685,ALESSIO Simone,Male,Italy,Taekwondo,Men -80kg,24,Bronze Medal,,
8798,1929767,PINTADO Brian Daniel,Male,Ecuador,Athletics,Mens 20km Race Walk,29,Gold Medal,,
8799,1929767,PINTADO Brian Daniel,Male,Ecuador,Athletics,Marathon Race Walk Relay Mixed,29,Silver Medal,ATHX42KWALKTECU01,2.0
8859,1930407,MOREJON Glenda,Female,Ecuador,Athletics,Marathon Race Walk Relay Mixed,24,Silver Medal,ATHX42KWALKTECU01,2.0
8881,1930466,LE Alexandra,Female,Kazakhstan,Shooting,10m Air Rifle Mixed Team,20,Bronze Medal,SHOXARMT----KAZ01,2.0
8884,1930467,SATPAYEV Islam,Male,Kazakhstan,Shooting,10m Air Rifle Mixed Team,26,Bronze Medal,SHOXARMT----KAZ01,2.0
8908,1930773,TEACHOUT Kristina,Female,United States,Taekwondo,Women -67kg,19,Bronze Medal,,
8913,1930782,FRITZ Taylor,Male,United States,Tennis,Mens Doubles,27,Bronze Medal,TENMDOUBLES-USA01,2.0
8920,1930790,KRAJICEK Austin,Male,United States,Tennis,Mens Doubles,34,Silver Medal,TENMDOUBLES-USA02,2.0
8922,1930801,PAUL Tommy,Male,United States,Tennis,Mens Doubles,27,Bronze Medal,TENMDOUBLES-USA01,2.0
8926,1930804,RAM Rajeev,Male,United States,Tennis,Mens Doubles,40,Silver Medal,TENMDOUBLES-USA02,2.0
8933,1931098,HARIMOTO Miwa,Female,Japan,Table Tennis,Womens Team,16,Silver Medal,TTEWTEAM----JPN01,3.0
8937,1931100,HAYATA Hina,Female,Japan,Table Tennis,Womens Singles,24,Bronze Medal,,
8938,1931100,HAYATA Hina,Female,Japan,Table Tennis,Womens Team,24,Silver Medal,TTEWTEAM----JPN01,3.0
8941,1931101,HIRANO Miu,Female,Japan,Table Tennis,Womens Team,24,Silver Medal,TTEWTEAM----JPN01,3.0
8958,1931331,KYZAIBAY Nazym,Female,Kazakhstan,Boxing,Womens 50kg,31,Bronze Medal,,
8965,1931496,AMAN Aman,Male,India,Wrestling,Mens Freestyle 57kg,21,Bronze Medal,,
8981,1931577,KURBANOV Nariman,Male,Kazakhstan,Artistic Gymnastics,Mens Pommel Horse,27,Silver Medal,,
8985,1931815,SWIATEK Iga,Female,Poland,Tennis,Womens Singles,23,Bronze Medal,,
9033,1932649,ELGENDY Ahmed,Male,Egypt,Modern Pentathlon,Mens Individual,24,Gold Medal,,
9050,1932824,ORALBAY Nurbek,Male,Kazakhstan,Boxing,Mens 80kg,24,Silver Medal,,
9054,1932851,OBIRI Hellen,Female,Kenya,Athletics,Womens Marathon,35,Bronze Medal,,
9139,1933816,LEITAO Iuri,Male,Portugal,Cycling Track,Mens Madison,26,Gold Medal,CTRMMADISON-POR01,2.0
9140,1933816,LEITAO Iuri,Male,Portugal,Cycling Track,Mens Omnium,26,Silver Medal,,
9143,1933821,OLIVEIRA Rui,Male,Portugal,Cycling Track,Mens Madison,28,Gold Medal,CTRMMADISON-POR01,2.0
9203,1934579,HELLVIG Jonatan,Male,Sweden,Beach Volleyball,Men,23,Gold Medal,VBVMTEAM2---SWE01,2.0
9204,1934586,AHMAN David,Male,Sweden,Beach Volleyball,Men,23,Gold Medal,VBVMTEAM2---SWE01,2.0
9219,1934775,GHADFA DRISSI EL AISSAOUI Ayoub,Male,Spain,Boxing,Mens +92kg,26,Silver Medal,,
9223,1934790,REYES PLA Enmanuel,Male,Spain,Boxing,Mens 92kg,32,Bronze Medal,,
9246,1935199,ACOSTA FERNANDEZ Yasmani,Male,Chile,Wrestling,Mens Greco-Roman 130kg,36,Silver Medal,,
9260,1935408,SMETOV Yeldos,Male,Kazakhstan,Judo,Men -60 kg,32,Gold Medal,,
9262,1935410,KYRGYZBAYEV Gusman,Male,Kazakhstan,Judo,Men -66 kg,32,Bronze Medal,,
9314,1935685,BARAJAS Angel,Male,Colombia,Artistic Gymnastics,Mens Horizontal Bar,18,Silver Medal,,
9386,1935860,WEITZEIL Abbey,Female,United States,Swimming,Womens 4 x 100m Freestyle Relay,28,Silver Medal,SWMW4X100MFRUSA01,6.0
9388,1935860,WEITZEIL Abbey,Female,United States,Swimming,Mixed 4 x 100m Medley Relay,28,Gold Medal,SWMX4X100MMDUSA01,8.0
9390,1935869,ALEXY Jack,Male,United States,Swimming,Mens 4 x 100m Freestyle Relay,21,Gold Medal,SWMM4X100MFRUSA01,6.0
9391,1935869,ALEXY Jack,Male,United States,Swimming,Mens 4 x 100m Medley Relay,21,Silver Medal,SWMM4X100MMDUSA01,7.0
9393,1935871,ARMSTRONG Hunter,Male,United States,Swimming,Mens 4 x 100m Freestyle Relay,23,Gold Medal,SWMM4X100MFRUSA01,6.0
9394,1935871,ARMSTRONG Hunter,Male,United States,Swimming,Mens 4 x 100m Medley Relay,23,Silver Medal,SWMM4X100MMDUSA01,7.0
9396,1935873,BERKOFF Katharine,Female,United States,Swimming,Womens 100m Backstroke,23,Bronze Medal,,
9397,1935873,BERKOFF Katharine,Female,United States,Swimming,Womens 4 x 100m Medley Relay,23,Gold Medal,SWMW4X100MMDUSA01,8.0
9398,1935879,CONNOLLY Erika,Female,United States,Swimming,Womens 4 x 100m Freestyle Relay,26,Silver Medal,SWMW4X100MFRUSA01,6.0
9401,1935887,CURRY Brooks,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,23,Silver Medal,SWMM4X200MFRUSA01,7.0
9404,1935895,DOUGLASS Kate,Female,United States,Swimming,Womens 200m Breaststroke,23,Gold Medal,,
9405,1935895,DOUGLASS Kate,Female,United States,Swimming,Womens 200m Individual Medley,23,Silver Medal,,
9406,1935895,DOUGLASS Kate,Female,United States,Swimming,Womens 4 x 100m Freestyle Relay,23,Silver Medal,SWMW4X100MFRUSA01,6.0
9407,1935895,DOUGLASS Kate,Female,United States,Swimming,Womens 4 x 100m Medley Relay,23,Gold Medal,SWMW4X100MMDUSA01,8.0
9409,1935896,DRESSEL Caeleb,Male,United States,Swimming,Mens 4 x 100m Freestyle Relay,28,Gold Medal,SWMM4X100MFRUSA01,6.0
9410,1935896,DRESSEL Caeleb,Male,United States,Swimming,Mens 4 x 100m Medley Relay,28,Silver Medal,SWMM4X100MMDUSA01,7.0
9412,1935896,DRESSEL Caeleb,Male,United States,Swimming,Mixed 4 x 100m Medley Relay,28,Gold Medal,SWMX4X100MMDUSA01,8.0
9414,1935901,FINK Nic,Male,United States,Swimming,Mens 100m Breaststroke,31,Silver Medal,,
9415,1935901,FINK Nic,Male,United States,Swimming,Mens 4 x 100m Medley Relay,31,Silver Medal,SWMM4X100MMDUSA01,7.0
9416,1935901,FINK Nic,Male,United States,Swimming,Mixed 4 x 100m Medley Relay,31,Gold Medal,SWMX4X100MMDUSA01,8.0
9417,1935902,FINKE Bobby,Male,United States,Swimming,Mens 1500m Freestyle,25,Gold Medal,,
9418,1935902,FINKE Bobby,Male,United States,Swimming,Mens 800m Freestyle,25,Silver Medal,,
9420,1935903,FOSTER Carson,Male,United States,Swimming,Mens 400m Individual Medley,23,Bronze Medal,,
9421,1935903,FOSTER Carson,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,23,Silver Medal,SWMM4X200MFRUSA01,7.0
9423,1935907,GEMMELL Erin,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,20,Silver Medal,SWMW4X200MFRUSA01,7.0
9429,1935909,GRIMES Katie,Female,United States,Swimming,Womens 400m Individual Medley,18,Silver Medal,,
9432,1935911,GUILIANO Chris,Male,United States,Swimming,Mens 4 x 100m Freestyle Relay,21,Gold Medal,SWMM4X100MFRUSA01,6.0
9433,1935911,GUILIANO Chris,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,21,Silver Medal,SWMM4X200MFRUSA01,7.0
9437,1935915,HEILMAN Thomas,Male,United States,Swimming,Mens 4 x 100m Medley Relay,17,Silver Medal,SWMM4X100MMDUSA01,7.0
9438,1935916,HELD Ryan,Male,United States,Swimming,Mens 4 x 100m Freestyle Relay,29,Gold Medal,SWMM4X100MFRUSA01,6.0
9440,1935918,HOBSON Luke,Male,United States,Swimming,Mens 200m Freestyle,21,Bronze Medal,,
9441,1935918,HOBSON Luke,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,21,Silver Medal,SWMM4X200MFRUSA01,7.0
9442,1935923,HUSKE Torri,Female,United States,Swimming,Womens 100m Butterfly,22,Gold Medal,,
9443,1935923,HUSKE Torri,Female,United States,Swimming,Womens 100m Freestyle,22,Silver Medal,,
9444,1935923,HUSKE Torri,Female,United States,Swimming,Womens 4 x 100m Freestyle Relay,22,Silver Medal,SWMW4X100MFRUSA01,6.0
9445,1935923,HUSKE Torri,Female,United States,Swimming,Womens 4 x 100m Medley Relay,22,Gold Medal,SWMW4X100MMDUSA01,8.0
9446,1935923,HUSKE Torri,Female,United States,Swimming,Mixed 4 x 100m Medley Relay,22,Gold Medal,SWMX4X100MMDUSA01,8.0
9450,1935931,KIBLER Drew,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,24,Silver Medal,SWMM4X200MFRUSA01,7.0
9454,1935932,KING Lilly,Female,United States,Swimming,Womens 4 x 100m Medley Relay,27,Gold Medal,SWMW4X100MMDUSA01,8.0
9455,1935933,KING Matt,Male,United States,Swimming,Mens 4 x 100m Freestyle Relay,22,Gold Medal,SWMM4X100MFRUSA01,6.0
9457,1935938,LEDECKY Katie,Female,United States,Swimming,Womens 1500m Freestyle,27,Gold Medal,,
9458,1935938,LEDECKY Katie,Female,United States,Swimming,Womens 400m Freestyle,27,Bronze Medal,,
9459,1935938,LEDECKY Katie,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,27,Silver Medal,SWMW4X200MFRUSA01,7.0
9460,1935938,LEDECKY Katie,Female,United States,Swimming,Womens 800m Freestyle,27,Gold Medal,,
9462,1935943,MADDEN Paige,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,26,Silver Medal,SWMW4X200MFRUSA01,7.0
9463,1935943,MADDEN Paige,Female,United States,Swimming,Womens 800m Freestyle,26,Bronze Medal,,
9464,1935945,MANUEL Simone,Female,United States,Swimming,Womens 4 x 100m Freestyle Relay,28,Silver Medal,SWMW4X100MFRUSA01,6.0
9465,1935945,MANUEL Simone,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,28,Silver Medal,SWMW4X200MFRUSA01,7.0
9468,1935957,MURPHY Ryan,Male,United States,Swimming,Mens 100m Backstroke,29,Bronze Medal,,
9470,1935957,MURPHY Ryan,Male,United States,Swimming,Mens 4 x 100m Medley Relay,29,Silver Medal,SWMM4X100MMDUSA01,7.0
9471,1935957,MURPHY Ryan,Male,United States,Swimming,Mixed 4 x 100m Medley Relay,29,Gold Medal,SWMX4X100MMDUSA01,8.0
9472,1935967,PEPLOWSKI Anna,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,22,Silver Medal,SWMW4X200MFRUSA01,7.0
9474,1935968,PIERONI Blake,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,29,Silver Medal,SWMM4X200MFRUSA01,7.0
9479,1935979,SHACKELL Alex,Female,United States,Swimming,Womens 4 x 100m Medley Relay,18,Gold Medal,SWMW4X100MMDUSA01,8.0
9480,1935979,SHACKELL Alex,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,18,Silver Medal,SWMW4X200MFRUSA01,7.0
9482,1935982,SMITH Kieran,Male,United States,Swimming,Mens 4 x 200m Freestyle Relay,24,Silver Medal,SWMM4X200MFRUSA01,7.0
9483,1935984,SMITH Regan,Female,United States,Swimming,Womens 100m Backstroke,22,Silver Medal,,
9484,1935984,SMITH Regan,Female,United States,Swimming,Womens 200m Backstroke,22,Silver Medal,,
9485,1935984,SMITH Regan,Female,United States,Swimming,Womens 200m Butterfly,22,Silver Medal,,
9486,1935984,SMITH Regan,Female,United States,Swimming,Womens 4 x 100m Medley Relay,22,Gold Medal,SWMW4X100MMDUSA01,8.0
9487,1935984,SMITH Regan,Female,United States,Swimming,Mixed 4 x 100m Medley Relay,22,Gold Medal,SWMX4X100MMDUSA01,8.0
9489,1935992,SWANSON Charlie,Male,United States,Swimming,Mens 4 x 100m Medley Relay,26,Silver Medal,SWMM4X100MMDUSA01,7.0
9490,1935992,SWANSON Charlie,Male,United States,Swimming,Mixed 4 x 100m Medley Relay,26,Gold Medal,SWMX4X100MMDUSA01,8.0
9493,1935998,WALSH Gretchen,Female,United States,Swimming,Womens 100m Butterfly,21,Silver Medal,,
9495,1935998,WALSH Gretchen,Female,United States,Swimming,Womens 4 x 100m Freestyle Relay,21,Silver Medal,SWMW4X100MFRUSA01,6.0
9496,1935998,WALSH Gretchen,Female,United States,Swimming,Womens 4 x 100m Medley Relay,21,Gold Medal,SWMW4X100MMDUSA01,8.0
9498,1935998,WALSH Gretchen,Female,United States,Swimming,Mixed 4 x 100m Medley Relay,21,Gold Medal,SWMX4X100MMDUSA01,8.0
9500,1935999,WEBER Emma,Female,United States,Swimming,Womens 4 x 100m Medley Relay,20,Gold Medal,SWMW4X100MMDUSA01,8.0
9502,1936000,WEINSTEIN Claire,Female,United States,Swimming,Womens 4 x 200m Freestyle Relay,17,Silver Medal,SWMW4X200MFRUSA01,7.0
9503,1936001,WEYANT Emma,Female,United States,Swimming,Womens 400m Individual Medley,23,Bronze Medal,,
9524,1936419,JEON Jihee,Female,Korea,Table Tennis,Womens Team,32,Bronze Medal,TTEWTEAM----KOR01,3.0
9525,1936425,LEE Eunhye,Female,Korea,Table Tennis,Womens Team,29,Bronze Medal,TTEWTEAM----KOR01,3.0
9527,1936429,LIM Jonghoon,Male,Korea,Table Tennis,Mixed Doubles,27,Bronze Medal,TTEXDOUBLES-KOR01,2.0
9529,1936435,SHIN Yubin,Female,Korea,Table Tennis,Womens Team,20,Bronze Medal,TTEWTEAM----KOR01,3.0
9530,1936435,SHIN Yubin,Female,Korea,Table Tennis,Mixed Doubles,20,Bronze Medal,TTEXDOUBLES-KOR01,2.0
9532,1936462,ELSAYED Mohamed,Male,Egypt,Fencing,Mens Épée Individual,21,Bronze Medal,,
9546,1936619,GULYAS Michelle,Female,Hungary,Modern Pentathlon,Womens Individual,24,Gold Medal,,
9582,1936983,TEBOGO Letsile,Male,Botswana,Athletics,Mens 200m,21,Gold Medal,,
9583,1936983,TEBOGO Letsile,Male,Botswana,Athletics,Mens 4 x 400m Relay,21,Silver Medal,ATHM4X400M--BOT01,6.0
9597,1937347,LITVINOVICH Ivan,Male,AIN,Trampoline Gymnastics,Men,23,Gold Medal,,
9617,1937531,SAMUKONGA Muzala,Male,Zambia,Athletics,Mens 400m,22,Bronze Medal,,
9645,1937783,FERJANI Fares,Male,Tunisia,Fencing,Mens Sabre Individual,27,Silver Medal,,
9652,1937878,CROVETTO CHADID Francisca,Female,Chile,Shooting,Skeet Women,34,Gold Medal,,
9667,1938437,BARDZILOUSKAYA Viyaleta,Female,AIN,Trampoline Gymnastics,Women,19,Silver Medal,,
9695,1938792,PICHARDO Pedro,Male,Portugal,Athletics,Mens Triple Jump,31,Silver Medal,,
9703,1938899,PINNOCK Wayne,Male,Jamaica,Athletics,Mens Long Jump,24,Silver Medal,,
9725,1939553,KO Lydia,Female,New Zealand,Golf,Womens Individual Stroke Play,27,Gold Medal,,
9732,1939692,KUSAKA Nao,Male,Japan,Wrestling,Mens Greco-Roman 77kg,24,Gold Medal,,
9734,1939700,KIYOOKA Kotaro,Male,Japan,Wrestling,Mens Freestyle 65kg,23,Gold Medal,,
9735,1939701,KAGAMI Yuka,Female,Japan,Wrestling,Womens Freestyle 76kg,23,Gold Medal,,
9736,1939702,MOTOKI Sakura,Female,Japan,Wrestling,Womens Freestyle 62kg,22,Gold Medal,,
9737,1939708,TAKATANI Daichi,Male,Japan,Wrestling,Mens Freestyle 74kg,30,Silver Medal,,
9738,1939709,OZAKI Nonoka,Female,Japan,Wrestling,Womens Freestyle 68kg,21,Bronze Medal,,
9739,1939710,SAKURAI Tsugumi,Female,Japan,Wrestling,Womens Freestyle 57kg,23,Gold Medal,,
9740,1939711,FUJINAMI Akari,Female,Japan,Wrestling,Womens Freestyle 53kg,21,Gold Medal,,
9741,1939712,SUSAKI Yui,Female,Japan,Wrestling,Womens Freestyle 50kg,25,Bronze Medal,,
9742,1939713,FUMITA Kenichiro,Male,Japan,Wrestling,Mens Greco-Roman 60kg,29,Gold Medal,,
9743,1939714,HIGUCHI Rei,Male,Japan,Wrestling,Mens Freestyle 57kg,28,Gold Medal,,
9769,1939763,PATTERSON Eleanor,Female,Australia,Athletics,Womens High Jump,28,Bronze Medal,,
9777,1939791,MONTAG Jemima,Female,Australia,Athletics,Womens 20km Race Walk,26,Bronze Medal,,
9778,1939791,MONTAG Jemima,Female,Australia,Athletics,Marathon Race Walk Relay Mixed,26,Bronze Medal,ATHX42KWALKTAUS01,2.0
9780,1939795,HULL Jessica,Female,Australia,Athletics,Womens 1500m,28,Silver Medal,,
9800,1939824,DENNY Matthew,Male,Australia,Athletics,Mens Discus Throw,28,Bronze Medal,,
9805,1939838,OLYSLAGERS Nicola,Female,Australia,Athletics,Womens High Jump,28,Silver Medal,,
9806,1939839,KENNEDY Nina,Female,Australia,Athletics,Womens Pole Vault,27,Gold Medal,,
9815,1939848,COWLEY Rhydian,Male,Australia,Athletics,Marathon Race Walk Relay Mixed,33,Bronze Medal,ATHX42KWALKTAUS01,2.0
9833,1939943,SMITH Alanna,Female,Australia,Basketball,Women,28,Bronze Medal,BKBWTEAM5---AUS01,12.0
9836,1939946,ATWELL Amy,Female,Australia,Basketball,Women,26,Bronze Medal,BKBWTEAM5---AUS01,12.0
9838,1939948,GEORGE Cayla,Female,Australia,Basketball,Women,35,Bronze Medal,BKBWTEAM5---AUS01,12.0
9839,1939952,MAGBEGOR Ezi,Female,Australia,Basketball,Women,25,Bronze Medal,BKBWTEAM5---AUS01,12.0
