,code,name,gender,country_x,discipline,event,age,medal_type,team_code,num_athletes
6518,1909307,SECCHI Clement,Male,France,Swimming,Mens 4 x 100m Medley Relay,24,Bronze Medal,SWMM4X100MMDFRA01,6.0
6557,1909907,671,Female,China,Breaking,B-Girls,19,Bronze Medal,,
6566,1910330,PAOLINI Jasmine,Female,Italy,Tennis,Womens Doubles,28,Gold Medal,TENWDOUBLES-ITA01,2.0
6571,1910367,LIANG Yushuai,Male,China,Taekwondo,Men -68kg,24,Bronze Medal,,
6573,1910372,GUO Qing,Female,China,Taekwondo,Women -49kg,24,Silver Medal,,
6582,1910412,WANYONYI Emmanuel,Male,Kenya,Athletics,Mens 800m,20,Gold Medal,,
6594,1910445,KIBIWOT Abraham,Male,Kenya,Athletics,Mens 3000m Steeplechase,28,Bronze Medal,,
6596,1910451,KIPYEGON Faith,Female,Kenya,Athletics,Womens 1500m,30,Gold Medal,,
6597,1910451,KIPYEGON Faith,Female,Kenya,Athletics,Womens 5000m,30,Silver Medal,,
6598,1910453,CHEROTICH Faith,Female,Kenya,Athletics,Womens 3000m Steeplechase,20,Bronze Medal,,
6612,1910555,KIPRUTO Benson,Male,Kenya,Athletics,Mens Marathon,33,Bronze Medal,,
6616,1910560,CHEBET Beatrice,Female,Kenya,Athletics,Womens 5000m,24,Gold Medal,,
6758,1911932,SAMBA-MAYELA Cyrena,Female,France,Athletics,Womens 100m Hurdles,24,Silver Medal,,
6780,1912009,RICHARDSON Lewis,Male,Great Britain,Boxing,Mens 71kg,27,Bronze Medal,,
6791,1912322,STONA Roje,Male,Jamaica,Athletics,Mens Discus Throw,25,Gold Medal,,
6795,1912507,BARKER Elinor,Female,Great Britain,Cycling Track,Womens Madison,30,Silver Medal,CTRWMADISON-GBR01,2.0
6797,1912507,BARKER Elinor,Female,Great Britain,Cycling Track,Womens Team Pursuit,30,Bronze Medal,CTRWPURTEAM4GBR01,6.0
6798,1912508,BARKER Megan,Female,Great Britain,Cycling Track,Womens Team Pursuit,27,Bronze Medal,CTRWPURTEAM4GBR01,6.0
6799,1912510,BIGHAM Daniel,Male,Great Britain,Cycling Track,Mens Team Pursuit,33,Silver Medal,CTRMPURTEAM4GBR01,6.0
6802,1912514,CAPEWELL Sophie,Female,Great Britain,Cycling Track,Womens Team Sprint,26,Gold Medal,CTRWSPRTEAM3GBR01,4.0
6804,1912515,CARLIN Jack,Male,Great Britain,Cycling Track,Mens Sprint,27,Bronze Medal,,
6805,1912515,CARLIN Jack,Male,Great Britain,Cycling Track,Mens Team Sprint,27,Silver Medal,CTRMSPRTEAM3GBR01,4.0
6808,1912519,EVANS Neah,Female,Great Britain,Cycling Track,Womens Madison,34,Silver Medal,CTRWMADISON-GBR01,2.0
6810,1912519,EVANS Neah,Female,Great Britain,Cycling Track,Womens Team Pursuit,34,Bronze Medal,CTRWPURTEAM4GBR01,6.0
6811,1912522,FINUCANE Emma,Female,Great Britain,Cycling Track,Womens Keirin,22,Bronze Medal,,
6812,1912522,FINUCANE Emma,Female,Great Britain,Cycling Track,Womens Sprint,22,Bronze Medal,,
6813,1912522,FINUCANE Emma,Female,Great Britain,Cycling Track,Womens Team Sprint,22,Gold Medal,CTRWSPRTEAM3GBR01,4.0
6816,1912525,HENDERSON Anna,Female,Great Britain,Cycling Road,Womens Individual Time Trial,26,Silver Medal,,
6818,1912532,KNIGHT Josie,Female,Great Britain,Cycling Track,Womens Team Pursuit,27,Bronze Medal,CTRWPURTEAM4GBR01,6.0
6821,1912536,LOWE Ed,Male,Great Britain,Cycling Track,Mens Team Sprint,21,Silver Medal,CTRMSPRTEAM3GBR01,4.0
6823,1912538,MORRIS Anna,Female,Great Britain,Cycling Track,Womens Team Pursuit,29,Bronze Medal,CTRWPURTEAM4GBR01,6.0
6827,1912546,PIDCOCK Thomas,Male,Great Britain,Cycling Mountain Bike,Mens Cross-country,25,Gold Medal,,
6828,1912548,REILLY Kieran Darren David,Male,Great Britain,Cycling BMX Freestyle,Mens Park,23,Silver Medal,,
6832,1912560,TANFIELD Charlie,Male,Great Britain,Cycling Track,Mens Team Pursuit,28,Silver Medal,CTRMPURTEAM4GBR01,6.0
6835,1912564,THOMAS Lowri,Female,Great Britain,Cycling Track,Womens Team Sprint,25,Gold Medal,CTRWSPRTEAM3GBR01,4.0
6836,1912567,TRUMAN Joseph,Male,Great Britain,Cycling Track,Mens Team Sprint,27,Silver Medal,CTRMSPRTEAM3GBR01,4.0
6839,1912568,TURNBULL Hamish,Male,Great Britain,Cycling Track,Mens Team Sprint,25,Silver Medal,CTRMSPRTEAM3GBR01,4.0
6840,1912571,VERNON Ethan,Male,Great Britain,Cycling Track,Mens Team Pursuit,24,Silver Medal,CTRMPURTEAM4GBR01,6.0
6844,1912575,WOOD Oliver,Male,Great Britain,Cycling Track,Mens Team Pursuit,29,Silver Medal,CTRMPURTEAM4GBR01,6.0
6883,1913218,LIN Xiyu Janet,Female,China,Golf,Womens Individual Stroke Play,28,Bronze Medal,,
6885,1913286,VEILAWA Terio Tamani,Male,Fiji,Rugby Sevens,Men,30,Silver Medal,RU7MTEAM7---FIJ01,14.0
6886,1913334,NACUQU Waisea,Male,Fiji,Rugby Sevens,Men,31,Silver Medal,RU7MTEAM7---FIJ01,14.0
6893,1913346,MATANA Jeremaia,Male,Fiji,Rugby Sevens,Men,26,Silver Medal,RU7MTEAM7---FIJ01,14.0
6902,1913372,LI Jiaman,Female,China,Archery,Womens Team,27,Silver Medal,ARCWTEAM3---CHN01,3.0
6904,1913380,YANG Xiaolei,Female,China,Archery,Womens Team,24,Silver Medal,ARCWTEAM3---CHN01,3.0
6907,1913382,AN Qixuan,Female,China,Archery,Womens Team,24,Silver Medal,ARCWTEAM3---CHN01,3.0
6909,1913418,ZHENG Si Wei,Male,China,Badminton,Mixed Doubles,27,Gold Medal,BDMXDOUBLES-CHN02,2.0
6912,1913424,LIANG Wei Keng,Male,China,Badminton,Mens Doubles,24,Silver Medal,BDMMDOUBLES-CHN02,2.0
6915,1913429,WANG Chang,Male,China,Badminton,Mens Doubles,23,Silver Medal,BDMMDOUBLES-CHN02,2.0
6917,1913432,HUANG Ya Qiong,Female,China,Badminton,Mixed Doubles,30,Gold Medal,BDMXDOUBLES-CHN02,2.0
6919,1913436,HE Bing Jiao,Female,China,Badminton,Womens Singles,27,Silver Medal,,
6920,1913438,CHEN Qing Chen,Female,China,Badminton,Womens Doubles,27,Gold Medal,BDMWDOUBLES-CHN02,2.0
6921,1913439,JIA Yi Fan,Female,China,Badminton,Womens Doubles,27,Gold Medal,BDMWDOUBLES-CHN02,2.0
6922,1913441,LIU Sheng Shu,Female,China,Badminton,Womens Doubles,20,Silver Medal,BDMWDOUBLES-CHN01,2.0
6923,1913442,TAN Ning,Female,China,Badminton,Womens Doubles,21,Silver Medal,BDMWDOUBLES-CHN01,2.0
6930,1913523,BALEIWAIRIKI Iosefo,Male,Fiji,Rugby Sevens,Men,26,Silver Medal,RU7MTEAM7---FIJ01,14.0
6956,1913699,WU Peng,Male,China,Sport Climbing,Mens Speed,22,Silver Medal,,
6958,1913702,DENG Lijuan,Female,China,Sport Climbing,Womens Speed,24,Silver Medal,,
6961,1913736,LEMKE Max,Male,Germany,Canoe Sprint,Mens Kayak Double 500m,28,Gold Medal,CSPMK2-500M-GER01,2.0
6962,1913736,LEMKE Max,Male,Germany,Canoe Sprint,Mens Kayak Four 500m,28,Gold Medal,CSPMK4-500M-GER01,4.0
6964,1913737,LIEBSCHER-LUCZ Tom,Male,Germany,Canoe Sprint,Mens Kayak Four 500m,31,Gold Medal,CSPMK4-500M-GER01,4.0
6966,1913740,RENDSCHMIDT Max,Male,Germany,Canoe Sprint,Mens Kayak Four 500m,31,Gold Medal,CSPMK4-500M-GER01,4.0
6967,1913743,BRUESSLER Sarah,Female,Germany,Canoe Sprint,Womens Kayak Four 500m,30,Silver Medal,CSPWK4-500M-GER01,4.0
6970,1913746,SCHOPF Jacob,Male,Germany,Canoe Sprint,Mens Kayak Double 500m,25,Gold Medal,CSPMK2-500M-GER01,2.0
6971,1913746,SCHOPF Jacob,Male,Germany,Canoe Sprint,Mens Kayak Four 500m,25,Gold Medal,CSPMK4-500M-GER01,4.0
6972,1913749,HAKE Jule Marie,Female,Germany,Canoe Sprint,Womens Kayak Double 500m,25,Bronze Medal,CSPWK2-500M-GER01,2.0
6973,1913749,HAKE Jule Marie,Female,Germany,Canoe Sprint,Womens Kayak Four 500m,25,Silver Medal,CSPWK4-500M-GER01,4.0
6980,1913770,LILIK Elena,Female,Germany,Canoe Slalom,Womens Canoe Single,26,Silver Medal,,
6983,1913780,HEGGE Noah,Male,Germany,Canoe Slalom,Mens Kayak Cross,25,Bronze Medal,,
6988,1913793,JAGSCH Pauline,Female,Germany,Canoe Sprint,Womens Kayak Four 500m,21,Silver Medal,CSPWK4-500M-GER01,4.0
6991,1913800,PASZEK Paulina,Female,Germany,Canoe Sprint,Womens Kayak Double 500m,27,Bronze Medal,CSPWK2-500M-GER01,2.0
6992,1913800,PASZEK Paulina,Female,Germany,Canoe Sprint,Womens Kayak Four 500m,27,Silver Medal,CSPWK4-500M-GER01,4.0
7002,1913899,SHENG Lihao,Male,China,Shooting,10m Air Rifle Men,20,Gold Medal,,
7003,1913899,SHENG Lihao,Male,China,Shooting,10m Air Rifle Mixed Team,20,Gold Medal,SHOXARMT----CHN01,2.0
7004,1913907,XIE Yu,Male,China,Shooting,10m Air Pistol Men,24,Gold Medal,,
7008,1913913,LI Yuehong,Male,China,Shooting,25m Rapid Fire Pistol Men,35,Gold Medal,,
7009,1913919,WANG Xinjie,Male,China,Shooting,25m Rapid Fire Pistol Men,28,Bronze Medal,,
7010,1913922,LIU Yukun,Male,China,Shooting,50m Rifle 3 Positions Men,27,Gold Medal,,
7011,1913928,QI Ying,Male,China,Shooting,Trap Men,27,Silver Medal,,
7016,1913945,HUANG Yuting,Female,China,Shooting,10m Air Rifle Women,18,Silver Medal,,
7017,1913945,HUANG Yuting,Female,China,Shooting,10m Air Rifle Mixed Team,18,Gold Medal,SHOXARMT----CHN01,2.0
7024,1913972,ZHANG Qiongyue,Female,China,Shooting,50m Rifle 3 Positions Women,20,Bronze Medal,,
7028,1913978,JIANG Yiting,Female,China,Shooting,Skeet Mixed Team,20,Bronze Medal,SHOXSKMT----CHN01,2.0
7050,1914467,BAVUUDORJ Baasankhuu,Female,Mongolia,Judo,Women -48 kg,25,Silver Medal,,
7055,1914523,BERAN Jiri,Male,Czechia,Fencing,Mens Épée Team,42,Bronze Medal,FENMTEAMEPEECZE01,4.0
7056,1914531,CUPR Michal,Male,Czechia,Fencing,Mens Épée Team,33,Bronze Medal,FENMTEAMEPEECZE01,4.0
7059,1914535,JURKA Jakub,Male,Czechia,Fencing,Mens Épée Team,25,Bronze Medal,FENMTEAMEPEECZE01,4.0
7061,1914540,RUBES Martin,Male,Czechia,Fencing,Mens Épée Team,28,Bronze Medal,FENMTEAMEPEECZE01,4.0
7063,1914832,HRNIC Edi,Male,Denmark,Taekwondo,Men -80kg,21,Bronze Medal,,
7066,1914905,von BREDOW-WERNDL Jessica,Female,Germany,Equestrian,Dressage Individual,38,Gold Medal,,
7067,1914905,von BREDOW-WERNDL Jessica,Female,Germany,Equestrian,Dressage Team,38,Gold Medal,EQUODRESTEAMGER01,4.0
7068,1914907,ROTHENBERGER Soenke,Male,Germany,Equestrian,Dressage Team,30,Gold Medal,EQUODRESTEAMGER01,4.0
7069,1914909,WERTH Isabell,Female,Germany,Equestrian,Dressage Individual,55,Silver Medal,,
7070,1914909,WERTH Isabell,Female,Germany,Equestrian,Dressage Team,55,Gold Medal,EQUODRESTEAMGER01,4.0
7073,1914912,KUKUK Christian,Male,Germany,Equestrian,Jumping Individual,34,Gold Medal,,
7078,1914921,JUNG Michael,Male,Germany,Equestrian,Eventing Individual,42,Gold Medal,,
7085,1914936,WANDRES Frederic,Male,Germany,Equestrian,Dressage Team,37,Gold Medal,EQUODRESTEAMGER01,4.0
7090,1915317,STANCO Silvana Maria,Female,Italy,Shooting,Trap Women,31,Silver Medal,,
7095,1915325,BACOSI Diana,Female,Italy,Shooting,Skeet Mixed Team,41,Gold Medal,SHOXSKMT----ITA01,2.0
7101,1915333,ROSSETTI Gabriele,Male,Italy,Shooting,Skeet Mixed Team,29,Gold Medal,SHOXSKMT----ITA01,2.0
7102,1915338,NASER Salwa Eid,Female,Bahrain,Athletics,Womens 400m,26,Silver Medal,,
7120,1915370,van den BOSSCHE Fabio,Male,Belgium,Cycling Track,Mens Omnium,24,Bronze Medal,,
7156,1915766,BIJAC Marko,Male,Croatia,Water Polo,Men,33,Silver Medal,WPOMTEAM7---CRO01,13.0
7157,1915768,BURIC Rino,Male,Croatia,Water Polo,Men,27,Silver Medal,WPOMTEAM7---CRO01,13.0
7158,1915769,BUKIC Luka,Male,Croatia,Water Polo,Men,30,Silver Medal,WPOMTEAM7---CRO01,13.0
7159,1915778,FATOVIC Loren,Male,Croatia,Water Polo,Men,28,Silver Medal,WPOMTEAM7---CRO01,13.0
7160,1915781,LONCAR Luka,Male,Croatia,Water Polo,Men,37,Silver Medal,WPOMTEAM7---CRO01,13.0
7161,1915782,KHARKOV Konstantin,Male,Croatia,Water Polo,Men,27,Silver Medal,WPOMTEAM7---CRO01,13.0
7162,1915784,JOKOVIC Maro,Male,Croatia,Water Polo,Men,37,Silver Medal,WPOMTEAM7---CRO01,13.0
7163,1915790,VRLIC Josi,Male,Croatia,Water Polo,Men,38,Silver Medal,WPOMTEAM7---CRO01,13.0
7164,1915791,ZUVELA Marko,Male,Croatia,Water Polo,Men,23,Silver Medal,WPOMTEAM7---CRO01,13.0
7165,1915792,VUKICEVIC Ante,Male,Croatia,Water Polo,Men,31,Silver Medal,WPOMTEAM7---CRO01,13.0
7166,1915793,POPADIC Toni,Male,Croatia,Water Polo,Men,30,Silver Medal,WPOMTEAM7---CRO01,13.0
7167,1915801,BILJAKA Matias,Male,Croatia,Water Polo,Men,25,Silver Medal,WPOMTEAM7---CRO01,13.0
7168,1915802,MARINIC KRAGIC Jerko,Male,Croatia,Water Polo,Men,33,Silver Medal,WPOMTEAM7---CRO01,13.0
7172,1915828,DAVTYAN Artur,Male,Armenia,Artistic Gymnastics,Mens Vault,32,Silver Medal,,
7189,1916182,VITALIS Coraline,Female,France,Fencing,Womens Épée Team,29,Silver Medal,FENWTEAMEPEEFRA01,4.0
7190,1916183,MALLO-BRETON Auriane,Female,France,Fencing,Womens Épée Individual,31,Silver Medal,,
7191,1916183,MALLO-BRETON Auriane,Female,France,Fencing,Womens Épée Team,31,Silver Medal,FENWTEAMEPEEFRA01,4.0
7193,1916184,CANDASSAMY Marie-Florence,Female,France,Fencing,Womens Épée Team,33,Silver Medal,FENWTEAMEPEEFRA01,4.0
7194,1916185,LOUIS-MARIE Alexandra,Female,France,Fencing,Womens Épée Team,28,Silver Medal,FENWTEAMEPEEFRA01,4.0
7197,1916194,BOREL Yannick,Male,France,Fencing,Mens Épée Individual,36,Silver Medal,,
7210,1916213,LEFORT Enzo,Male,France,Fencing,Mens Foil Team,33,Bronze Medal,FENMTEAMFOILFRA01,4.0
7212,1916215,PAUTY Maxime,Male,France,Fencing,Mens Foil Team,31,Bronze Medal,FENMTEAMFOILFRA01,4.0
7214,1916216,MERTINE Julien,Male,France,Fencing,Mens Foil Team,36,Bronze Medal,FENMTEAMFOILFRA01,4.0
7215,1916217,CHASTANET Maximilien,Male,France,Fencing,Mens Foil Team,28,Bronze Medal,FENMTEAMFOILFRA01,4.0
7216,1916222,BALZER Sara,Female,France,Fencing,Womens Sabre Individual,29,Silver Medal,,
7218,1916223,APITHY-BRUNET Manon,Female,France,Fencing,Womens Sabre Individual,28,Gold Medal,,
7224,1916230,APITHY Bolade,Male,France,Fencing,Mens Sabre Team,39,Bronze Medal,FENMTEAMSABRFRA01,4.0
7226,1916231,PIANFETTI Maxime,Male,France,Fencing,Mens Sabre Team,25,Bronze Medal,FENMTEAMSABRFRA01,4.0
7228,1916232,PATRICE Sebastien,Male,France,Fencing,Mens Sabre Team,24,Bronze Medal,FENMTEAMSABRFRA01,4.0
7229,1916234,PATRICE Jean-Philippe,Male,France,Fencing,Mens Sabre Team,27,Bronze Medal,FENMTEAMSABRFRA01,4.0
7236,1916685,SINKOVIC Martin,Male,Croatia,Rowing,Mens Pair,35,Gold Medal,ROWMNOCOX2--CRO01,2.0
7239,1916809,TORRES GIL Jose,Male,Argentina,Cycling BMX Freestyle,Mens Park,29,Gold Medal,,
7240,1916814,HALASZ Bence,Male,Hungary,Athletics,Mens Hammer Throw,27,Silver Medal,,
7263,1917153,MORRIS Hampton,Male,United States,Weightlifting,Mens 61kg,20,Bronze Medal,,
7264,1917154,REEVES Olivia,Female,United States,Weightlifting,Womens 71kg,21,Gold Medal,,
7281,1917738,CARLINI Lauren,Female,United States,Volleyball,Women,29,Silver Medal,VVOWTEAM6---USA01,13.0
7282,1917741,DREWS Andrea,Female,United States,Volleyball,Women,31,Silver Medal,VVOWTEAM6---USA01,13.0
7283,1917746,HANCOCK Micha,Female,United States,Volleyball,Women,32,Silver Medal,VVOWTEAM6---USA01,13.0
7284,1917752,LARSON Jordan,Female,United States,Volleyball,Women,38,Silver Medal,VVOWTEAM6---USA01,13.0
7285,1917756,OGBOGU Chiaka,Female,United States,Volleyball,Women,29,Silver Medal,VVOWTEAM6---USA01,13.0
7286,1917757,PLUMMER Kathryn,Female,United States,Volleyball,Women,26,Silver Medal,VVOWTEAM6---USA01,13.0
7287,1917758,POULTER Jordyn,Female,United States,Volleyball,Women,27,Silver Medal,VVOWTEAM6---USA01,13.0
7288,1917759,RETTKE Dana,Female,United States,Volleyball,Women,25,Silver Medal,VVOWTEAM6---USA01,13.0
7289,1917760,ROBINSON Kelsey,Female,United States,Volleyball,Women,32,Silver Medal,VVOWTEAM6---USA01,13.0
7290,1917762,SKINNER Avery,Female,United States,Volleyball,Women,25,Silver Medal,VVOWTEAM6---USA01,13.0
7291,1917765,THOMPSON Jordan,Female,United States,Volleyball,Women,27,Silver Medal,VVOWTEAM6---USA01,13.0
7292,1917766,WASHINGTON Haleigh,Female,United States,Volleyball,Women,29,Silver Medal,VVOWTEAM6---USA01,13.0
7293,1917769,WONG-ORANTES Justine,Female,United States,Volleyball,Women,29,Silver Medal,VVOWTEAM6---USA01,13.0
7306,1917982,MA'A Micah,Male,United States,Volleyball,Men,27,Bronze Medal,VVOMTEAM6---USA01,13.0
7307,1917987,ANDERSON Matthew,Male,United States,Volleyball,Men,37,Bronze Medal,VVOMTEAM6---USA01,13.0
7308,1917988,AVERILL Taylor,Male,United States,Volleyball,Men,32,Bronze Medal,VVOMTEAM6---USA01,13.0
7309,1917991,CHRISTENSON Micah,Male,United States,Volleyball,Men,31,Bronze Medal,VVOMTEAM6---USA01,13.0
7310,1917993,DEFALCO Torey,Male,United States,Volleyball,Men,27,Bronze Medal,VVOMTEAM6---USA01,13.0
7311,1917994,ENSING Kyle,Male,United States,Volleyball,Men,27,Bronze Medal,VVOMTEAM6---USA01,13.0
7312,1918000,HOLT Maxwell,Male,United States,Volleyball,Men,37,Bronze Medal,VVOMTEAM6---USA01,13.0
7313,1918002,JAESCHKE Thomas,Male,United States,Volleyball,Men,31,Bronze Medal,VVOMTEAM6---USA01,13.0
7314,1918003,JENDRYK II Jeffrey,Male,United States,Volleyball,Men,29,Bronze Medal,VVOMTEAM6---USA01,13.0
7315,1918007,MUAGUTUTIA Garrett,Male,United States,Volleyball,Men,36,Bronze Medal,VVOMTEAM6---USA01,13.0
7316,1918009,RUSSELL Aaron,Male,United States,Volleyball,Men,31,Bronze Medal,VVOMTEAM6---USA01,13.0
7317,1918011,SHOJI Erik,Male,United States,Volleyball,Men,35,Bronze Medal,VVOMTEAM6---USA01,13.0
7318,1918012,SMITH David,Male,United States,Volleyball,Men,39,Bronze Medal,VVOMTEAM6---USA01,13.0
7341,1918369,LIU Huanhua,Male,China,Weightlifting,Mens 102kg,23,Gold Medal,,
7342,1918372,LI Fabin,Male,China,Weightlifting,Mens 61kg,31,Gold Medal,,
7344,1918376,LI Wenwen,Female,China,Weightlifting,Womens +81kg,24,Gold Medal,,
7345,1918377,HOU Zhihui,Female,China,Weightlifting,Womens 49kg,27,Gold Medal,,
7346,1918379,LUO Shifang,Female,China,Weightlifting,Womens 59kg,23,Gold Medal,,
7394,1918789,YAN Langyu,Male,China,Trampoline Gymnastics,Men,25,Bronze Medal,,
7395,1918790,WANG Zisai,Male,China,Trampoline Gymnastics,Men,18,Silver Medal,,
7399,1918832,DAWSON Erica,Female,New Zealand,Sailing,Mixed Multihull,30,Bronze Medal,SALXNACRA17-NZL01,2.0
7400,1918833,McHARDIE Isaac,Male,New Zealand,Sailing,Mens Skiff,27,Silver Medal,SALM49ER----NZL01,2.0
7401,1918834,McKENZIE William,Male,New Zealand,Sailing,Mens Skiff,27,Silver Medal,SALM49ER----NZL01,2.0
7402,1918835,WILKINSON Micah,Male,New Zealand,Sailing,Mixed Multihull,28,Bronze Medal,SALXNACRA17-NZL01,2.0
7418,1918856,LIU Yang,Male,China,Artistic Gymnastics,Mens Rings,30,Gold Medal,,
7420,1918856,LIU Yang,Male,China,Artistic Gymnastics,Mens Team,30,Silver Medal,GARMTEAM----CHN01,5.0
7428,1918858,SU Weide,Male,China,Artistic Gymnastics,Mens Team,24,Silver Medal,GARMTEAM----CHN01,5.0
7430,1918860,XIAO Ruoteng,Male,China,Artistic Gymnastics,Mens All-Around,28,Bronze Medal,,
7437,1918860,XIAO Ruoteng,Male,China,Artistic Gymnastics,Mens Team,28,Silver Medal,GARMTEAM----CHN01,5.0
7439,1918864,ZHANG Boheng,Male,China,Artistic Gymnastics,Mens All-Around,24,Silver Medal,,
7441,1918864,ZHANG Boheng,Male,China,Artistic Gymnastics,Mens Horizontal Bar,24,Bronze Medal,,
7446,1918864,ZHANG Boheng,Male,China,Artistic Gymnastics,Mens Team,24,Silver Medal,GARMTEAM----CHN01,5.0
7450,1918865,ZOU Jingyuan,Male,China,Artistic Gymnastics,Mens Parallel Bars,26,Gold Medal,,
7452,1918865,ZOU Jingyuan,Male,China,Artistic Gymnastics,Mens Rings,26,Silver Medal,,
7454,1918865,ZOU Jingyuan,Male,China,Artistic Gymnastics,Mens Team,26,Silver Medal,GARMTEAM----CHN01,5.0
7472,1918872,QIU Qiyuan,Female,China,Artistic Gymnastics,Womens Uneven Bars,17,Silver Medal,,
7484,1918881,ZHOU Yaqin,Female,China,Artistic Gymnastics,Womens Balance Beam,19,Silver Medal,,
7507,1919002,YANG Jiayu,Female,China,Athletics,Womens 20km Race Walk,28,Gold Medal,,
7522,1919065,SONG Jiayuan,Female,China,Athletics,Womens Shot Put,27,Bronze Medal,,
7523,1919067,FENG Bin,Female,China,Athletics,Womens Discus Throw,30,Silver Medal,,
7527,1919077,ZHAO Jie,Female,China,Athletics,Womens Hammer Throw,22,Bronze Medal,,
7575,1919479,SUGINO Takaaki,Male,Japan,Artistic Gymnastics,Mens Team,26,Gold Medal,GARMTEAM----JPN01,5.0
7577,1919480,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Mens All-Around,21,Gold Medal,,
7579,1919480,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Mens Horizontal Bar,21,Gold Medal,,
7580,1919480,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Mens Parallel Bars,21,Bronze Medal,,
7584,1919480,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Mens Team,21,Gold Medal,GARMTEAM----JPN01,5.0
7592,1919490,TANIGAWA Wataru,Male,Japan,Artistic Gymnastics,Mens Team,28,Gold Medal,GARMTEAM----JPN01,5.0
7600,1919491,KAYA Kazuma,Male,Japan,Artistic Gymnastics,Mens Team,28,Gold Medal,GARMTEAM----JPN01,5.0
7609,1919492,HASHIMOTO Daiki,Male,Japan,Artistic Gymnastics,Mens Team,23,Gold Medal,GARMTEAM----JPN01,5.0
7654,1919914,KITAGUCHI Haruka,Female,Japan,Athletics,Womens Javelin Throw,26,Gold Medal,,
7659,1919973,CAO Liguo,Male,China,Wrestling,Mens Greco-Roman 60kg,26,Silver Medal,,
7661,1919983,MENG Lingzhe,Male,China,Wrestling,Mens Greco-Roman 130kg,26,Bronze Medal,,
7666,1920000,FENG Ziqi,Female,China,Wrestling,Womens Freestyle 50kg,25,Bronze Medal,,
7667,1920006,PANG Qianyu,Female,China,Wrestling,Womens Freestyle 53kg,28,Bronze Medal,,
7668,1920010,HONG Kexin,Female,China,Wrestling,Womens Freestyle 57kg,21,Bronze Medal,,
7682,1920096,BURGHARDT Alexandra,Female,Germany,Athletics,Womens 4 x 100m Relay,30,Bronze Medal,ATHW4X100M--GER01,5.0
7689,1920119,HAASE Rebekka,Female,Germany,Athletics,Womens 4 x 100m Relay,31,Bronze Medal,ATHW4X100M--GER01,5.0
7699,1920142,JUNK Sophia,Female,Germany,Athletics,Womens 4 x 100m Relay,25,Bronze Medal,ATHW4X100M--GER01,5.0
7712,1920164,LUECKENKEMPER Gina,Female,Germany,Athletics,Womens 4 x 100m Relay,28,Bronze Medal,ATHW4X100M--GER01,5.0
7714,1920169,MAYER Lisa,Female,Germany,Athletics,Womens 4 x 100m Relay,28,Bronze Medal,ATHW4X100M--GER01,5.0
7718,1920175,MIHAMBO Malaika,Female,Germany,Athletics,Womens Long Jump,30,Silver Medal,,
7719,1920180,NEUGEBAUER Leo,Male,Germany,Athletics,Mens Decathlon,24,Silver Medal,,
7720,1920183,OGUNLEYE Yemisi,Female,Germany,Athletics,Womens Shot Put,26,Gold Medal,,
7775,1920569,DENG Yawen,Female,China,Cycling BMX Freestyle,Womens Park,19,Gold Medal,,
7841,1921490,SINKOVIC Valent,Male,Croatia,Rowing,Mens Pair,36,Gold Medal,ROWMNOCOX2--CRO01,2.0
7866,1921738,ORRO Alessia,Female,Italy,Volleyball,Women,26,Gold Medal,VVOWTEAM6---ITA01,13.0
7867,1921740,CAMBI Carlotta,Female,Italy,Volleyball,Women,28,Gold Medal,VVOWTEAM6---ITA01,13.0
7868,1921742,EGONU Paola Ogechi,Female,Italy,Volleyball,Women,26,Gold Medal,VVOWTEAM6---ITA01,13.0
7869,1921743,ANTROPOVA Ekaterina,Female,Italy,Volleyball,Women,21,Gold Medal,VVOWTEAM6---ITA01,13.0
7870,1921746,SYLLA Myriam Fatime,Female,Italy,Volleyball,Women,29,Gold Medal,VVOWTEAM6---ITA01,13.0
7871,1921747,BOSETTI Caterina Chiara,Female,Italy,Volleyball,Women,30,Gold Medal,VVOWTEAM6---ITA01,13.0
7872,1921749,OMORUYI Oghosasere Loveth,Female,Italy,Volleyball,Women,22,Gold Medal,VVOWTEAM6---ITA01,13.0
7873,1921751,DANESI Anna,Female,Italy,Volleyball,Women,28,Gold Medal,VVOWTEAM6---ITA01,13.0
7874,1921752,FAHR Sarah Luisa,Female,Italy,Volleyball,Women,23,Gold Medal,VVOWTEAM6---ITA01,13.0
7875,1921753,LUBIAN Marina,Female,Italy,Volleyball,Women,24,Gold Medal,VVOWTEAM6---ITA01,13.0
7876,1921757,de GENNARO Monica,Female,Italy,Volleyball,Women,37,Gold Medal,VVOWTEAM6---ITA01,13.0
7877,1921761,SPIRITO Ilaria,Female,Italy,Volleyball,Women,30,Gold Medal,VVOWTEAM6---ITA01,13.0
7907,1922205,ELKASEVIC Sandra,Female,Croatia,Athletics,Womens Discus Throw,34,Bronze Medal,,
7921,1922593,ALEKNA Mykolas,Male,Lithuania,Athletics,Mens Discus Throw,22,Silver Medal,,
7946,1923042,GUAZZINI Vittoria,Female,Italy,Cycling Track,Womens Madison,24,Gold Medal,CTRWMADISON-ITA01,2.0
